id;snapshot_date;player_name;profession;level;experience;created_at
29fb50d4-85ed-4a95-a646-2a287ae7196d;2026-01-31;Hades;Master Sorcerer;22;138787;2026-01-31 09:00:11.463875+00
099ec077-cbc2-489e-9dd0-a27abd8eda38;2026-01-31;Jobless;Paladin;21;131224;2026-01-31 09:00:11.463875+00
a22dbe2a-ca50-4c28-a7df-37f890651f0d;2026-01-31;Lord das Trevas Trevosas;Knight;21;130472;2026-01-31 09:00:11.463875+00
317da261-0903-4b3d-a72e-35ff001de994;2026-01-31;Koa;Royal Paladin;21;121342;2026-01-31 09:00:11.463875+00
b7d5c49d-e551-4050-9311-561ebd676a0a;2026-01-31;Wakka Revenge;Knight;21;116934;2026-01-31 09:00:11.463875+00
eb4d76fe-4514-401b-ba54-256328543f96;2026-01-31;Pai das Putas;Paladin;21;116098;2026-01-31 09:00:11.463875+00
fdaa24f1-c57d-4499-b11b-7e9ed54fb53b;2026-01-31;Bruce Wayne;Knight;20;109640;2026-01-31 09:00:11.463875+00
9752c29b-af16-4c18-aab2-e88532cf3d0f;2026-01-31;Nock;Paladin;20;109548;2026-01-31 09:00:11.463875+00
3760594c-f209-477c-97d8-7b3d352aef34;2026-01-31;Maikezera;Knight;20;105795;2026-01-31 09:00:11.463875+00
34be864b-b1a4-45f7-b3b6-07891c5b510c;2026-01-31;Silver;Knight;20;105046;2026-01-31 09:00:11.463875+00
56254889-923a-4155-a87f-bc1633ad2a57;2026-01-31;Ronnie Coleman;Knight;20;102709;2026-01-31 09:00:11.463875+00
5fe5c1bd-4d6b-40a6-bbbf-54f52bf33fd2;2026-01-31;Terrasamba;Master Sorcerer;20;99075;2026-01-31 09:00:11.463875+00
caec8497-9790-4454-bb29-3cd5070fa48b;2026-01-31;Toru;Knight;19;97352;2026-01-31 09:00:11.463875+00
c4fda441-6455-42a3-8091-705d30061912;2026-01-31;Resenha;Master Sorcerer;19;96408;2026-01-31 09:00:11.463875+00
ce8ca45a-f1dd-446d-9bc3-bc34457df59f;2026-01-31;Oddyzik;Sorcerer;19;95256;2026-01-31 09:00:11.463875+00
b6390656-0eb3-407c-aa68-c91e2cd808d7;2026-01-31;Black Hawk;Druid;19;94931;2026-01-31 09:00:11.463875+00
bfac3783-d12c-4be8-a316-6e9d10c8226f;2026-01-31;Kratos Nomad;Knight;19;90940;2026-01-31 09:00:11.463875+00
aa398348-7547-4a37-8254-ac05110e9430;2026-01-31;Killa;Paladin;19;88527;2026-01-31 09:00:11.463875+00
88f9004b-4d8d-4b00-ac88-048e32f84afb;2026-01-31;Linkin Park;Knight;19;84875;2026-01-31 09:00:11.463875+00
844cc128-1a1b-449b-83f9-4e1bb7864103;2026-01-31;Shepho;Sorcerer;19;83671;2026-01-31 09:00:11.463875+00
5f43e816-80ef-41e7-a11a-53af40606901;2026-01-31;Schrodinger Relic;Paladin;18;77452;2026-01-31 09:00:11.463875+00
981363af-50fd-4199-9392-09dabf83c7c2;2026-01-31;Vidonkyten;Knight;18;74986;2026-01-31 09:00:11.463875+00
9552d949-5ace-4a45-83ac-4b52da1e14d5;2026-01-31;Siri Rica;Sorcerer;18;72003;2026-01-31 09:00:11.463875+00
560cc1f8-48b9-4cd5-b748-b8997a4e5dae;2026-01-31;Ball Sohard;Knight;18;70765;2026-01-31 09:00:11.463875+00
cbecc169-6b6a-4ce6-b502-77ef95133a47;2026-01-31;Dreamer;Sorcerer;17;68116;2026-01-31 09:00:11.463875+00
e950dfcd-d504-4f8b-af3a-a3ee7db714b8;2026-01-31;Under;Sorcerer;17;62921;2026-01-31 09:00:11.463875+00
02d0aeca-53e7-43d7-953b-610d8bd1d24c;2026-01-31;Josuba;Paladin;17;62217;2026-01-31 09:00:11.463875+00
48ac48a1-d764-4f8b-ae1a-570781493a8c;2026-01-31;Bingulin;Paladin;17;62158;2026-01-31 09:00:11.463875+00
298c0b19-dde0-4672-9795-379fc8a5efa8;2026-01-31;Aelene;Sorcerer;17;61983;2026-01-31 09:00:11.463875+00
b484c6dc-bdd5-4052-acf7-9d8f1263adea;2026-01-31;Donkyten;Paladin;17;61797;2026-01-31 09:00:11.463875+00
8ee930a6-e207-4e89-875c-d20f97bb4daa;2026-01-31;Nidek Arka;Knight;15;40805;2026-01-31 09:00:11.463875+00
95a60c89-f80d-4ed5-b039-9d678ae6bd4c;2026-01-31;Goldman;Druid;15;39438;2026-01-31 09:00:11.463875+00
4b1e6c3a-c2d1-462f-8126-b00bfb42dbc5;2026-01-31;Ana Rabuda;Druid;15;39343;2026-01-31 09:00:11.463875+00
cd7290e2-8e66-43da-a2ef-d1a0acf49c69;2026-01-31;Pai dos Cornos;Knight;15;38097;2026-01-31 09:00:11.463875+00
05ea76d5-7039-45a3-8cd2-4c1c54055b31;2026-01-31;Timboku fun du;Druid;14;37181;2026-01-31 09:00:11.463875+00
8b96f5bc-e057-43c3-a269-06969e6e749d;2026-01-31;Pica Flamejante;Paladin;14;36877;2026-01-31 09:00:11.463875+00
4f4228c6-5c24-4a24-84b3-90e9cf982f46;2026-01-31;Ezekiel;Druid;14;36018;2026-01-31 09:00:11.463875+00
b98bac2d-5833-4324-a5e7-01d69caaaa39;2026-01-31;Knilva;Paladin;14;32790;2026-01-31 09:00:11.463875+00
7c5287fc-3d12-4e45-b04b-fa923a55fc19;2026-01-31;Isknky;Druid;14;30793;2026-01-31 09:00:11.463875+00
40fa881f-0680-48eb-a99f-a777fe5ec92a;2026-01-31;Ignite;Knight;13;25999;2026-01-31 09:00:11.463875+00
2ead998e-4fda-41f2-a404-26a937fe108f;2026-01-31;Amstel;Druid;13;25778;2026-01-31 09:00:11.463875+00
12ec325d-ed3b-46df-b1b1-496719bcd476;2026-01-31;Mexicanita;Sorcerer;13;25248;2026-01-31 09:00:11.463875+00
a2c27b48-bed4-4e4f-a500-394be341e023;2026-01-31;Dramin;Druid;13;23604;2026-01-31 09:00:11.463875+00
6bad8ae5-9821-4a27-89b2-3bb27898d645;2026-01-31;Ek'Sabaoth;Knight;13;23562;2026-01-31 09:00:11.463875+00
f41d9f78-a1f4-41a6-ad49-279d373e96d9;2026-01-31;Relic Healing;Druid;12;21650;2026-01-31 09:00:11.463875+00
f51be2fb-2543-42a4-a123-74c8ff9d63bd;2026-01-31;Bolleba;Knight;12;21435;2026-01-31 09:00:11.463875+00
b24deb30-b0d7-4813-93f5-4e930606de0c;2026-01-31;Beaumount;Knight;12;19982;2026-01-31 09:00:11.463875+00
f8809a3c-ec9c-4e87-bfa6-23a35c57d288;2026-01-31;Exori;Knight;12;19933;2026-01-31 09:00:11.463875+00
0464d568-9d6c-40b4-8caa-57ba2e07aaff;2026-01-31;Playboy;Paladin;12;19327;2026-01-31 09:00:11.463875+00
f7345e0f-b98f-40a8-a42d-5945dee86aa4;2026-01-31;Kikohoo;Knight;12;19262;2026-01-31 09:00:11.463875+00
300e1d4b-fdb6-422b-a684-a0afb12de24a;2026-01-31;Epicuro;None;12;19152;2026-01-31 09:00:11.463875+00
74a4c56b-f4fa-4386-b45e-7590b6791263;2026-01-31;Kolumbijskie Pesos;Knight;12;17700;2026-01-31 09:00:11.463875+00
9d3bb149-d119-4010-8a2a-5238f1730634;2026-01-31;Bahiano;Sorcerer;11;15595;2026-01-31 09:00:11.463875+00
fe863f37-fa56-43a2-8d37-49b61c06a42b;2026-01-31;Illbe Back;Sorcerer;11;14768;2026-01-31 09:00:11.463875+00
f0028ec7-5398-455e-bef0-c5d7d9a44024;2026-01-31;Savok;Druid;11;14722;2026-01-31 09:00:11.463875+00
806447c3-3407-42f2-bcf3-6628786ebd80;2026-01-31;Mureco;Sorcerer;10;12889;2026-01-31 09:00:11.463875+00
69479986-bb4f-4a14-a42e-f2a6df6a5bc0;2026-01-31;Espotchatcho;Druid;10;11625;2026-01-31 09:00:11.463875+00
56ccbc13-e17e-4ab5-bc61-e32cd8635525;2026-01-31;Badger;Druid;10;11353;2026-01-31 09:00:11.463875+00
9aca73c2-9c43-4843-949c-38d9e21c8df4;2026-01-31;Knight Relic;Knight;10;11151;2026-01-31 09:00:11.463875+00
01340557-2743-4e8c-8ff2-df37495cc598;2026-01-31;Coronel Guile;Druid;10;10767;2026-01-31 09:00:11.463875+00
3740ae73-8e41-4ee6-9d45-a8046700ccce;2026-01-31;Rpgmastah;Sorcerer;10;10503;2026-01-31 09:00:11.463875+00
59a56fb2-c028-46a6-b8aa-2d48509676aa;2026-01-31;Xablito;Sorcerer;10;9837;2026-01-31 09:00:11.463875+00
09ba9255-464d-44c2-aed4-47d4cad92ed3;2026-01-31;Mikhael Voluspa;Druid;10;9581;2026-01-31 09:00:11.463875+00
c2d99dc2-2a18-487e-9433-ffc7dccea8b1;2026-01-31;Nicolau;Sorcerer;10;9310;2026-01-31 09:00:11.463875+00
6f860b90-a792-4264-9727-627446f49659;2026-01-31;Marcelo Dragqueen;Sorcerer;9;8589;2026-01-31 09:00:11.463875+00
8cb9d4b2-3891-4d09-b515-fb2f07ef7c01;2026-01-31;Sir Tokin;Knight;9;7869;2026-01-31 09:00:11.463875+00
6bbe9fc3-1d8f-4d39-bdcd-d123b482f6f2;2026-01-31;Celinho Milk'Drinker;Sorcerer;9;7818;2026-01-31 09:00:11.463875+00
75122ba3-08d7-4e86-976f-798d5e3388af;2026-01-31;Kauanzord;Paladin;9;7400;2026-01-31 09:00:11.463875+00
51a9eda9-1af9-4db0-816a-2a37efaeec0b;2026-01-31;Razk;Sorcerer;9;7350;2026-01-31 09:00:11.463875+00
137d1cf0-b50d-437b-918c-464b5a47a9cc;2026-01-31;Nesux;Knight;9;6628;2026-01-31 09:00:11.463875+00
5a26c50b-f139-4dd0-9d37-323822b91ce3;2026-01-31;Sting;Paladin;9;6510;2026-01-31 09:00:11.463875+00
bd15c41d-21cd-4124-8326-e020ac78e154;2026-01-31;One Lebron;None;8;6170;2026-01-31 09:00:11.463875+00
284f4cf9-a930-43e9-adc8-e35d6b796f4d;2026-01-31;Two Zion;None;8;6023;2026-01-31 09:00:11.463875+00
336abf93-d8f0-4c93-b10d-2cd6f193a113;2026-01-31;Anaximenes;Paladin;8;5808;2026-01-31 09:00:11.463875+00
957aca4b-40d6-4261-b8d6-ff4f1bb9437f;2026-01-31;Bandit;Paladin;8;5765;2026-01-31 09:00:11.463875+00
dbe7cf39-0a02-4d20-9007-7dee744ca75b;2026-01-31;Nietzsche;None;8;5505;2026-01-31 09:00:11.463875+00
cc1352fd-e040-46f3-bd62-ac2e46d327a5;2026-01-31;Black Knight;Paladin;8;5406;2026-01-31 09:00:11.463875+00
4000c71d-676b-4a0f-8f88-5ed11320595e;2026-01-31;The Foreseer;Druid;8;5172;2026-01-31 09:00:11.463875+00
284729f5-2a96-47a8-bba7-93d2bb0dad7f;2026-01-31;Malyzamaskowany Szachista;None;8;5077;2026-01-31 09:00:11.463875+00
82ad5692-2af4-40ef-be05-77f61418214e;2026-01-30;Weedhahaha;Knight;30;405042;2026-01-30 10:37:35.272787+00
9d13ba96-ba12-4dc0-9972-138e1d448373;2026-01-30;Mirana Nightshade;Paladin;30;387495;2026-01-30 10:37:35.272787+00
5c9d6803-6ad9-4b8c-b0ba-68d3f6028b2c;2026-01-30;Icsea;Elder Druid;27;263093;2026-01-30 10:37:35.272787+00
b5c95039-d031-4a7a-bda4-db07fbc50ce7;2026-01-30;Gnoll;Knight;26;256894;2026-01-30 10:37:35.272787+00
0a5f0878-8702-4c0f-b80f-68e08f6a7f57;2026-01-30;Destroyer;Knight;26;254837;2026-01-30 10:37:35.272787+00
85f210df-fc0d-4469-8f41-d89e9c8801c1;2026-01-30;Boomer Hands;Master Sorcerer;26;233526;2026-01-30 10:37:35.272787+00
3c5892b5-c5d2-44ba-b3f4-7439ce6d5116;2026-01-30;Ondeth Waters;Knight;25;207290;2026-01-30 10:37:35.272787+00
cc63b39d-1191-4e05-a46b-f93899f31fe5;2026-01-30;Ashlord;Paladin;24;201418;2026-01-30 10:37:35.272787+00
0058670b-12a0-42e8-ab82-655c397c5ec9;2026-01-30;Amon;Paladin;24;200220;2026-01-30 10:37:35.272787+00
7a2618f0-d635-41d2-b001-13bf61a3f80b;2026-01-30;Hermes Trismegistus;Master Sorcerer;24;195220;2026-01-30 10:37:35.272787+00
d6dae2c6-630e-4a8e-837d-c777b5c24e52;2026-01-30;Warcraft Three;Elder Druid;24;184193;2026-01-30 10:37:35.272787+00
3b779257-ed26-4e84-9ac1-2607ac7ee2ac;2026-01-30;Pa La;Paladin;23;165193;2026-01-30 10:37:35.272787+00
54caf4e6-2a00-4e49-8b91-3b720e7306e8;2026-01-30;Forfun;Elder Druid;23;156457;2026-01-30 10:37:35.272787+00
cc7be72b-2f41-45db-971d-25d471232551;2026-01-30;Verm'onth;Paladin;22;142756;2026-01-30 10:37:35.272787+00
22f46097-5d12-4566-8531-738934890df0;2026-01-30;The Oracle;Elite Knight;22;142019;2026-01-30 10:37:35.272787+00
6d9426ae-1e9d-4519-a719-f1135515d60c;2026-01-30;Gerthas Oceaneye;Master Sorcerer;22;136890;2026-01-30 10:37:35.272787+00
9149bc24-ed57-4168-a794-19de9eb4c8ce;2026-01-30;Golden;Paladin;21;130136;2026-01-30 10:37:35.272787+00
730e458b-7468-461d-9057-b11af2694334;2026-01-30;Aeryn;Paladin;21;126526;2026-01-30 10:37:35.272787+00
0395c9f8-62bb-4a36-a8e3-860a90e2ac96;2026-01-30;Honeybadger;Paladin;21;123355;2026-01-30 10:37:35.272787+00
761f665a-da16-4013-af35-70655e82f22c;2026-01-30;Turbo;Elder Druid;21;119940;2026-01-30 10:37:35.272787+00
bb27a249-a547-4a46-9e72-08e660527cb8;2026-01-30;Satoru Gojo;Knight;21;117923;2026-01-30 10:37:35.272787+00
d59ca5a0-069d-4283-8176-826baa64fee3;2026-01-30;Hades;Master Sorcerer;21;116903;2026-01-30 10:37:35.272787+00
359afe87-9f14-490c-95ce-682270912db2;2026-01-30;Wakka Revenge;Knight;21;116396;2026-01-30 10:37:35.272787+00
54efe01d-da19-4532-9984-75247cdd52fc;2026-01-30;Bruce Wayne;Knight;20;108378;2026-01-30 10:37:35.272787+00
98cb1fc0-0a95-4049-95fc-b3e8506d95c9;2026-01-30;Maikezera;Knight;20;99480;2026-01-30 10:37:35.272787+00
674855b7-e884-4f59-ab5e-a9ab8a26c4d7;2026-01-30;Koa;Paladin;20;99109;2026-01-30 10:37:35.272787+00
c739ff4b-6cb4-408c-a32b-b55432b2ea00;2026-01-30;Silver;Knight;20;99035;2026-01-30 10:37:35.272787+00
6d6a50c4-9305-40a7-9753-93a8fa3419d9;2026-01-30;Resenha;Master Sorcerer;19;96408;2026-01-30 10:37:35.272787+00
d1fc1501-a3c7-4263-97d6-5b1b12aeaeda;2026-01-30;Lord das Trevas Trevosas;Knight;19;90646;2026-01-30 10:37:35.272787+00
4b349662-7acf-40a2-aa76-2a7fb46d0126;2026-01-30;Jobless;Paladin;19;87713;2026-01-30 10:37:35.272787+00
5883abf1-142b-4661-8b26-5766c3b60cb5;2026-01-30;Terrasamba;Sorcerer;19;85487;2026-01-30 10:37:35.272787+00
8b17a6e9-f73f-4dc8-b3d3-eb8cddbfc64d;2026-01-30;Oddyzik;Sorcerer;18;79960;2026-01-30 10:37:35.272787+00
8f446e27-e5f7-4604-a80e-9467e476800c;2026-01-30;Toru;Knight;18;76372;2026-01-30 10:37:35.272787+00
7c6511b9-98b7-4937-9c6b-c6dd13abb8d4;2026-01-30;Killa;Paladin;18;74958;2026-01-30 10:37:35.272787+00
139a1b67-d7e9-42f7-a902-7733dba22a36;2026-01-30;Pai das Putas;Paladin;18;73098;2026-01-30 10:37:35.272787+00
63822b97-c413-4ee8-847f-cc902110f9e4;2026-01-30;Schrodinger Relic;Paladin;18;72492;2026-01-30 10:37:35.272787+00
0d900318-03d5-4385-98b3-2587e26e5668;2026-01-30;Siri Rica;Sorcerer;18;71043;2026-01-30 10:37:35.272787+00
19814dc1-f7cc-411e-bc94-7568b8f4a223;2026-01-30;Ball Sohard;Knight;18;70765;2026-01-30 10:37:35.272787+00
e62ca4cf-2334-480f-b6f0-3b4a9c588d26;2026-01-30;Black Hawk;Druid;18;70653;2026-01-30 10:37:35.272787+00
afd1a498-44d0-45f3-919b-a6df6503cb7b;2026-01-30;Nock;Paladin;18;70046;2026-01-30 10:37:35.272787+00
a24f97d8-d330-498f-a644-0061adc2f8de;2026-01-30;Shepho;Sorcerer;17;65951;2026-01-30 10:37:35.272787+00
73237431-7fd7-4ce8-9a5c-f59dba45bb81;2026-01-30;Linkin Park;Knight;17;62422;2026-01-30 10:37:35.272787+00
4d6129b4-6314-4793-a0ea-f55c09e1a0fd;2026-01-30;Donkyten;Paladin;17;61797;2026-01-30 10:37:35.272787+00
cc4c2fbc-d5e2-4d72-9889-a8e418694dfd;2026-01-30;Josuba;Paladin;17;61607;2026-01-30 10:37:35.272787+00
db65a179-90f1-4ea9-a8b6-8bd8e3e65bff;2026-01-30;Dreamer;Sorcerer;17;60734;2026-01-30 10:37:35.272787+00
3b1442cd-6663-4077-afd2-fea6b90c58d2;2026-01-30;Kratos Nomad;Knight;17;59583;2026-01-30 10:37:35.272787+00
5ea70e71-9be8-40b1-b554-316aba533458;2026-01-30;Bingulin;Paladin;17;58231;2026-01-30 10:37:35.272787+00
7e711295-2b32-4de5-a967-65537d3859a9;2026-01-30;Vidonkyten;Knight;16;53872;2026-01-30 10:37:35.272787+00
7ae422f5-bc9f-42b6-96cc-6d25359672a8;2026-01-30;Ronnie Coleman;Knight;16;53557;2026-01-30 10:37:35.272787+00
320d4517-212a-4e26-a62b-232051ea759f;2026-01-30;Nidek Arka;Knight;15;40805;2026-01-30 10:37:35.272787+00
fb4f9d8c-a31c-456f-a1b4-06643835470e;2026-01-30;Under;Sorcerer;15;39689;2026-01-30 10:37:35.272787+00
cca73092-13af-4184-866f-d1165130e5b4;2026-01-30;Goldman;Druid;15;39438;2026-01-30 10:37:35.272787+00
1363e196-98b8-4411-907f-cbc8fc248c37;2026-01-30;Ezekiel;Druid;14;36018;2026-01-30 10:37:35.272787+00
1d0f2565-abfb-4bb7-b76f-eb0be1698ba2;2026-01-30;Timboku fun du;Druid;14;35114;2026-01-30 10:37:35.272787+00
00dbc103-8d15-41cd-9698-ffcece20c5cd;2026-01-30;Aelene;Sorcerer;14;33129;2026-01-30 10:37:35.272787+00
99e05597-a7cf-4f4e-a8b4-82558d4af495;2026-01-30;Pica Flamejante;Paladin;14;32317;2026-01-30 10:37:35.272787+00
e8d3c018-fbf6-4f58-a561-e370b5cd31fd;2026-01-30;Ana Rabuda;Druid;14;32224;2026-01-30 10:37:35.272787+00
473a6327-4e02-4c72-a239-bbc2d7ebe822;2026-01-30;Knilva;Paladin;14;30254;2026-01-30 10:37:35.272787+00
1fe0b25b-fd46-4d33-bab2-4694b13e6f84;2026-01-30;Isknky;Druid;14;30041;2026-01-30 10:37:35.272787+00
2e0a54c5-5505-49d7-b322-eece198298db;2026-01-30;Pai dos Cornos;Knight;14;29977;2026-01-30 10:37:35.272787+00
9826f631-a634-4226-86c9-6c3e68e913d4;2026-01-30;Dramin;Druid;13;23604;2026-01-30 10:37:35.272787+00
f3c5941c-d7f0-4e76-91f5-93e30e5d8a01;2026-01-30;Ek'Sabaoth;Knight;13;23562;2026-01-30 10:37:35.272787+00
c1ba09cd-7891-4f75-8c35-6a2c14d30e9d;2026-01-30;Ignite;Knight;12;20120;2026-01-30 10:37:35.272787+00
4169085f-6159-4b0e-a0b1-287e413564ae;2026-01-30;Playboy;Paladin;12;19327;2026-01-30 10:37:35.272787+00
610c21d7-c8cb-4f93-a269-98a68e3ae9d4;2026-01-30;Kikohoo;Knight;12;18182;2026-01-30 10:37:35.272787+00
914dabd7-7b84-4261-9c1f-3334e37f1dd3;2026-01-30;Relic Healing;Druid;12;17982;2026-01-30 10:37:35.272787+00
a448662b-f941-4d75-a136-59c2c6815d86;2026-01-30;Kolumbijskie Pesos;Knight;12;17700;2026-01-30 10:37:35.272787+00
e96e9bc0-cc57-416a-b417-fd81997a5a14;2026-01-30;Epicuro;None;11;17254;2026-01-30 10:37:35.272787+00
d63adfff-3e0f-4d1f-85c4-d6f7518fb46e;2026-01-30;Mexicanita;Sorcerer;11;16768;2026-01-30 10:37:35.272787+00
d4ca7447-a5d0-4c84-968d-dffe8975ee0a;2026-01-30;Amstel;Druid;11;15011;2026-01-30 10:37:35.272787+00
d5d282fb-d3a8-47e6-a303-37523e29af0f;2026-01-30;Illbe Back;Sorcerer;11;14768;2026-01-30 10:37:35.272787+00
c3beaed2-8e60-4da1-a917-ebd47a03c8c4;2026-01-30;Savok;Druid;11;14722;2026-01-30 10:37:35.272787+00
9658ebc4-b276-4047-85ce-e58c03806937;2026-01-30;Mureco;Sorcerer;10;12889;2026-01-30 10:37:35.272787+00
a4a6f879-1ee1-40d7-8e59-04052fd63cfd;2026-01-30;Badger;Druid;10;11353;2026-01-30 10:37:35.272787+00
d039e78e-bf6c-46b7-a193-cf00cc287c9c;2026-01-30;Bahiano;Sorcerer;10;10835;2026-01-30 10:37:35.272787+00
eb32082a-cbea-41ea-b12e-24b7f62084a2;2026-01-30;Exori;Knight;10;10367;2026-01-30 10:37:35.272787+00
a92c2540-6ff8-4978-a6de-6a0049201e47;2026-01-30;Xablito;Sorcerer;10;9837;2026-01-30 10:37:35.272787+00
51eafd32-2354-46c5-88c2-5ad9ed882063;2026-01-30;Rpgmastah;Sorcerer;10;9700;2026-01-30 10:37:35.272787+00
8357f913-a3ac-4ccf-bd63-c2febc8d59bb;2026-01-30;Mikhael Voluspa;Druid;10;9581;2026-01-30 10:37:35.272787+00
5192b942-c4c8-4a50-b170-bacd2cd342c4;2026-01-30;Knight Relic;Knight;10;9311;2026-01-30 10:37:35.272787+00
65092d55-25b3-4567-9a2b-f5b9701bb1fe;2026-02-01;Exori;Knight;12;21622;2026-02-01 09:00:13.189748+00
fa8035b7-ab1b-4198-b9a8-26a9836d1309;2026-01-30;Nicolau;Sorcerer;10;9310;2026-01-30 10:37:35.272787+00
c49ce013-d746-47a7-a565-8779dd51d276;2026-01-30;Espotchatcho;Druid;9;9273;2026-01-30 10:37:35.272787+00
200a0cd8-7d58-448d-a5c3-e24571c4cb21;2026-01-30;Marcelo Dragqueen;Sorcerer;9;8589;2026-01-30 10:37:35.272787+00
b8604ba7-7d68-492f-9287-259a318d65fd;2026-01-30;Coronel Guile;Druid;9;8462;2026-01-30 10:37:35.272787+00
16637a1b-7712-4ddc-a360-ccfab404f805;2026-01-30;Kauanzord;Paladin;9;7400;2026-01-30 10:37:35.272787+00
c6e8fa4a-4a72-4975-978d-40b26551d6a6;2026-01-30;Razk;Sorcerer;9;7350;2026-01-30 10:37:35.272787+00
1c3ec9f7-809b-4639-8c17-dfb6f0fb8f36;2026-01-30;Celinho Milk'Drinker;Sorcerer;9;6936;2026-01-30 10:37:35.272787+00
67b896d8-482a-4bf3-b8c2-d6248dafab2b;2026-01-30;Sting;Paladin;9;6510;2026-01-30 10:37:35.272787+00
df58b307-0273-45e3-9a46-e33a2a19cf2b;2026-01-30;One Lebron;None;8;6170;2026-01-30 10:37:35.272787+00
be603feb-eedc-4c6f-aadc-275e853ef69d;2026-01-30;Two Zion;None;8;6023;2026-01-30 10:37:35.272787+00
aef845cb-d86c-483d-b0ed-f409622efed6;2026-01-30;Anaximenes;None;8;5808;2026-01-30 10:37:35.272787+00
0587044a-b11f-40e4-a66b-caebfb9a7673;2026-01-30;Bandit;Paladin;8;5765;2026-01-30 10:37:35.272787+00
f9567872-ff0f-431c-8c04-9ce31c18b11c;2026-01-30;Sir Tokin;Knight;8;5731;2026-01-30 10:37:35.272787+00
df54f589-8f36-45fd-a38b-25ff12e8f8b7;2026-01-30;Black Knight;Paladin;8;5406;2026-01-30 10:37:35.272787+00
54d925d3-184d-4b94-8489-da67c1b8d28e;2026-01-30;Malyzamaskowany Szachista;None;8;5077;2026-01-30 10:37:35.272787+00
f55d37ac-1db9-40c7-8ecd-8cd91d15655a;2026-01-30;Sabor Lokal;Druid;8;4918;2026-01-30 10:37:35.272787+00
5e77d4ab-c8d1-42de-8b71-1ba1fffee9c3;2026-01-30;Tadala;Druid;8;4897;2026-01-30 10:37:35.272787+00
813f3e9c-b0b9-4633-97e2-3b843f8a6e90;2026-01-30;Ymeka;Knight;8;4856;2026-01-30 10:37:35.272787+00
d080a15a-bfab-44b7-a93a-7f034e8edd21;2026-01-30;Bolleba;Knight;8;4824;2026-01-30 10:37:35.272787+00
3ebeb2e0-1791-4d6c-b911-ce60b23a0d09;2026-01-30;Anaximandro;None;8;4618;2026-01-30 10:37:35.272787+00
7d2df9b3-0ada-42dd-b3c4-039b583b122f;2026-02-01;Weedhahaha;Knight;33;533355;2026-02-01 09:00:13.189748+00
